,address1,address2,city,name,tel,url,zip,geometry
468,504 W. 22nd St.,,New York,Bruce Silverstein Gallery,(212) 627-3930,http://www.brucesilverstein.com/,10011.0,POINT (-74.00514718956966 40.74712572614031)
469,40 E 61st St,Apt 12A,New York,Bruton Gallery Inc,(212) 980-1640,http://www.brutongallery.co.uk/,10021.0,POINT (-73.96984506060707 40.76431098245573)
470,33 Bleecker St,,New York,Buzzco Assoc Inc,(212) 473-8800,http://www.buzzzco.com/,10012.0,POINT (-73.99375528599944 40.72583066510465)
471,45 E. 78th St.,,New York,C & M Arts,(212) 861-0020,http://ny.serviceslisted.com/1655047-CMArts.htm,10021.0,POINT (-73.96202951033725 40.77561747277989)
472,526 W 26th St,,New York,Caelum Gallery,(212) 924-4161,http://www.caelumgallery.com/,10001.0,POINT (-74.00446731782955 40.75002305381688)
473,451 W Broadway,,New York,Caldwell Snyder Gallery,(212) 387-0208,http://www.merchantcircle.com/business/Caldwell.Snyder.Gallery.212-387-0208,10012.0,POINT (-74.00041760702801 40.72589116418898)
474,446 Broadway,,New York,Candyland Films,(212) 219-2500,http://www.nyc.com/arts__attractions/candyland_films.209/editorial_review.aspx,10013.0,POINT (-74.00091721530092 40.72028153197904)
475,210 E 86th St,,New York,Caravan International Co,(212) 772-7160,http://www.nyc.com/arts__attractions/caravan_international_co.451/map_location.aspx,10028.0,POINT (-73.9535025179309 40.77813815345596)
476,2 W 45th St,Ste 1702,New York,Carboni Inc,(212) 944-1566,http://www.yellowspinny.com/carboni+inc/bus-91954/,10036.0,POINT (-73.98021697964026 40.75545955187813)
477,73 Spring St,,New York,Carley Ann M Atty,(212) 334-7993,http://www.nyc.com/arts__attractions/carley_ann_m_atty.200/editorial_review.aspx,10012.0,POINT (-73.99736113886139 40.72263369035075)
478,41 E 57th St,,New York,Carlton Rochell,(212) 759-7600,http://www.carltonrochell.com/,10022.0,POINT (-73.97170663665887 40.76238724724583)
479,160 W 55th St,,New York,Carnegie Frame Inc,(212) 307-7240,http://carnegieframing.com/,10019.0,POINT (-73.98077111551655 40.76385541238935)
480,7028 Austin St,,Forest Hills,Cartoon Gallery,(718) 793-4714,http://local.botw.org/New_York/Forest_Hills/Cartoon_Gallery/2547832.html,11375.0,POINT (-73.84605039041223 40.72038139292516)
481,721 5th Ave,,New York,Cartoonews Gallery,(212) 223-4666,http://local.botw.org/New_York/New_York/Cartoonews_Gallery/85838758.html,10022.0,POINT (-73.974107770942 40.76231329247612)
482,300 E 95th St,,New York,Casa Linda Galleries Inc,(212) 534-1847,http://m.nyc.com/arts__attractions/casa_linda_galleries_inc.774/map_location.aspx,10128.0,POINT (-73.9473830025364 40.78335247304253)
483,416 W 14th St,,New York,Casey M Kaplan Inc,(212) 645-7335,http://www.caseykaplangallery.com/,10014.0,POINT (-74.00652923481697 40.741132496582)
484,112 W 13th St,,New York,Catherine Conway Inc,(212) 627-9344,http://66.111.11.24/arts__attractions/catherine_conway_inc.161/street_view.aspx,10011.0,POINT (-73.9982052041324 40.73684463256616)
485,242 W 36th St,,New York,Cavaliero Fine Arts,(212) 947-1031,http://www.cavalierofinearts.com/,10018.0,POINT (-73.99156925539044 40.75282326623039)
486,560 Broadway,Ste.405B,New York,Cavin-Morris,(212) 226-3768,http://www.cavinmorris.com/,10012.0,POINT (-73.9977986844257 40.72389909254824)
487,74 E 79th St,,New York,Cds Gallery,(212) 772-9555,http://www.artnet.com/gallery/112614/cds-gallery.html,10075.0,POINT (-73.96117091996693 40.77570413829265)
488,2415 Jackson Ave,,Long Island City,Celtic Art,(718) 482-7624,http://local.botw.org/New_York/Long_Island_City/Celtic_Art/2642342.html,11101.0,POINT (-73.94476783424302 40.746401426012)
489,530 W 25th St,,New York,Century Artists Inc,(212) 367-7072,http://www.newcenturyartists.org/,10001.0,POINT (-74.00473558135599 40.74941972749017)
490,547 W 27th St,,New York,Ceres Gallery,(212) 947-6100,http://www.ceresgallery.org/,10001.0,POINT (-74.00452368669892 40.7513240583896)
491,584 Broadway,,New York,Ceres Gallery,(212) 226-4725,http://www.barnard.edu/bcrw/guide/CD/CeresGal.htm,10012.0,POINT (-73.99703728520817 40.72479496325291)
492,112 Greene St,,New York,Cfm Gallery,(212) 966-3864,http://www.cfmgallery.com/,10012.0,POINT (-73.99942509620003 40.7245719123004)
493,526 W 26th St,,New York,Chappell Gallery,(212) 414-2673,http://www.chappellgallery.com/,10001.0,POINT (-74.00446166325382 40.75015743023644)
494,295 Bennett Ave,Apt 3A,New York,Chat Noir Design,(212) 567-5223,http://www.yelp.com/biz/chat-noir-design-new-york,10040.0,POINT (-73.93207458950114 40.85929737417069)
495,547 W 25th St,,New York,Cheim & Read,(212) 242-7727,http://www.cheimread.com/,10001.0,POINT (-74.00513583496961 40.75001940951716)
496,233 W 19th St,,New York,Chelsea Ceramic Guild,(212) 243-2430,http://www.chelseaceramic.com/,10011.0,POINT (-73.99869441074755 40.74238759923636)
497,5 E 57th St,,New York,China 2000,(212) 588-1198,http://newyork.jadynave.com/view/comid/27328378/where/New+York-NY/comname/China-2000,10022.0,POINT (-73.97319626715543 40.76285383147861)
498,434A East 75th Street,,New York,China 2000 Fine Arts,(212) 472-9800,http://www.china2000fineart.com/,10021.0,POINT (-73.95334298863992 40.76900975698234)
499,40 Elizabeth St,,New York,Chinatown Frame & Art Inc,(212) 219-2828,http://local.botw.org/New_York/New_York/Chinatown_Frame_and_Art_Inc/157823519.html,10013.0,POINT (-73.99658767895113 40.71670513429927)
500,69 5th Ave,,New York,Chinoh Art Gallery,(212) 255-0377,http://web2.userinstinct.com/30816040-chinoh-art-gallery.htm,10003.0,POINT (-73.99315955728967 40.73615406197117)
501,15 W 18th St,,New York,Chowder Inc,(212) 352-0202,http://www.chowderinc.com/,10011.0,POINT (-73.9928117143286 40.73915340718913)
502,191 Chrystie St,,New York,Christiane Nienaber Contemporary Art,(212) 358-0577,http://www.rateitall.com/i-409436-christiane-nienaber-contemporary-art.aspx,10002.0,POINT (-73.99227383034534 40.72199731357535)
503,243 W 18th St,,New York,Christine Burgin Gallery,(212) 462-2668,http://www.christineburgin.com/,10011.0,POINT (-73.99954508014842 40.74199885507903)
504,560 BROADWAY,,New York,Cinque Gallery,(212) 966-3464,http://www.nyc-arts.org/organizations/view/id/125,10012.0,POINT (-73.99759293518275 40.72397735348999)
505,513 West 26th Street,,New York,Claire Oliver Fine Arts Inc,(212) 929-5949,http://www.claireoliver.com/,10001.0,POINT (-74.00338485238753 40.75008883395159)
506,531 W 25th St,,New York,Clampart,(646) 230-0020,http://www.nileguide.com/destination/florence/things-to-do/clampart/385759,10001.0,POINT (-74.0046388004567 40.74977517556294)
507,623 W 27th St,,New York,Clementine Gallery,(212) 243-5937,http://www.clementine-gallery.com/,10001.0,POINT (-74.00610794104533 40.75209329454193)
508,583 Myrtle Ave,,Brooklyn,Clinton Hill Simply Art & Framing,(718) 857-0074,http://clintonhillframe.blogspot.com/,11205.0,POINT (-73.96081858855342 40.69419973833638)
509,472 Broome St,,New York,Coda Gallery,(212) 334-0407,http://www.codagallery.com,10013.0,POINT (-74.00156428959271 40.7228952359004)
510,101 W 57th St,,New York,Cole Sylvan Gallery,(212) 333-7760,http://www.merchantcircle.com/business/Cole.Sylvan.Gallery.212-333-7760,10019.0,POINT (-73.97735639962028 40.76465770024247)
511,2800 Victory Blvd.,,Staten Island,College of Staten Island - Center for the Arts,(718) 982-2000,http://www.cfashows.com/,10314.0,POINT (-74.14969498644858 40.59966211624753)
512,1190 Amsterdam Ave,Schermerhorn Hall,New York,Columbia University - Miriam and Ira D.Wallach Art Gallery,(212) 854-7288,http://www.columbia.edu/cu/wallach/,10025.0,POINT (-73.96041689796523 40.80854103175546)
513,588 Columbus Ave,,New York,Columbus Art Gallery Inc,(212) 875-1678,http://columbusartgallery.net/home%201.html,10024.0,POINT (-73.97130508413868 40.78831274243924)
514,1800 Broadway,,New York,Columbus Circle Gallery,(212) 489-6694,http://www.yelp.com/biz/columbus-circle-gallery-new-york,10019.0,POINT (-73.98122765129693 40.76733759683859)
515,504 E 74th St,,New York,Commerce Graphics Ltd Inc,(212) 517-7648,http://www.commercegraphics.com/,10021.0,POINT (-73.95232972645383 40.76774167526338)
516,55 W 16th St,,New York,Common Ground,(212) 620-3122,http://artguide.net/jfk/data/g114640.htm,10011.0,POINT (-73.99533452627297 40.7386880809658)
517,19 E 74th St,,New York,Conner Rosenkranz,(212) 517-3710,http://www.crsculpture.com/,10021.0,POINT (-73.96490958939056 40.77346565558056)
518,330 W 108th St,,New York,Contemporary African Art,(212) 749-8848,http://www.contempafricanart.com/,10025.0,POINT (-73.96880031818482 40.80321373735236)
519,558 Broadway,,New York,Contemporary art gallery in Chelsea. Wooster Gardens,(212) 929-2262,http://www.nyc.com/arts__attractions/wooster_gardens.157/editorial_review.aspx,10012.0,POINT (-73.99759430263842 40.72367259056902)
520,1063 Madison Ave,,New York,Cook Fine Art,(212) 737-3550,http://www.cookfineart.net/,10028.0,POINT (-73.96110242662888 40.77724263728855)
521,526 W. 26th Street,,New York,Coploff Gallery,(212) 674-1024,http://www.artincontext.org/gallery/gallery_main.aspx?id=974,10001.0,POINT (-74.00455453174276 40.75002046684971)
522,417 E 75th St,,New York,Cordier & Ekstrom Inc,(212) 988-8857,http://66.111.11.24/arts__attractions/coploff_gallery.1580/editorial_review.aspx,10021.0,POINT (-73.95352973471765 40.76951265923006)
523,667 Madison Ave.,,New York,"Corning Gallery at Steuben, The",(646) 497-3744,http://www.cmog.org/dynamic.aspx?id=1670,10017.0,POINT (-73.97028166426591 40.76449624945973)
524,537 W 24th St,,New York,Cowles Charles Gallery Inc,(212) 925-3500,http://www.cowlesgallery.com/,10011.0,POINT (-74.00542084214204 40.74933735680623)
525,30 Vandam St,,New York,Creative Art USA Inc,(212) 727-7119,http://www.nyc.com/arts__attractions/creative_art_usa_inc.776/editorial_review.aspx,10013.0,POINT (-74.0049746202106 40.72615455631993)
526,535 W 22nd St,,New York,Crg Art Gallery,(212) 229-2766,http://www.crggallery.com/,10011.0,POINT (-74.00613861893268 40.74779197028167)
527,325 E 41st St,Apt 1108,New York,Criswick Assoc,(212) 490-2337,http://www.hotfrog.com/Companies/Criswick-Assoc_8029757,10017.0,POINT (-73.97180489195577 40.74901947770822)
528,1609 Broadway,,New York,Crown Art Gallery Inc,(212) 757-8255,http://www.manta.com/coms2/dnbcompany_9bq07c,10019.0,POINT (-73.98510259493322 40.7606295440217)
529,230 5th Ave,,New York,Crystal Art Gallery,(212) 725-5668,http://www.nyc.com/arts__attractions/crystal_art_gallery.693/editorial_review.aspx,10001.0,POINT (-73.9884446804236 40.74413705033391)
530,231 West 29th Street,4 Fl,New York,Cuban Art Space,(212) 242-0559,http://www.cubanartspace.net/gallery/index.php,10001.0,POINT (-73.99422632616184 40.74865953952627)
531,120 Essex St,,New York,Cuchifritos,(212) 598-4124,http://www.aai-nyc.org/cuchifritos/titlepage.html,10002.0,POINT (-73.98763036458672 40.71913487251508)
532,415 W Broadway,,New York,Culture Art Gallery Llc,(212) 226-8921,http://hi.nelso.in/us/place/51090/,10012.0,POINT (-74.0013730500698 40.72477529364541)
533,40 E 94th St,Apt 29D,New York,Culture Crossing Inc,(212) 427-2220,http://www.city-data.com/businesses/672748084-culture-crossing-inc-new-york-ny.html,10128.0,POINT (-73.95466929760467 40.78558211066274)
534,5 E 16th St,,New York,Curatorial Art Advisory Service,(212) 463-0586,http://www.nyc.com/arts__attractions/curatorial_art_advisory_service.1721/editorial_review.aspx,10003.0,POINT (-73.99183911349699 40.73721433725364)
535,22 Wooster St,Apt 5,New York,Cypher Editions,(212) 274-0272,http://www.nyc.com/arts__attractions/cypher_editions.962/editorial_review.aspx,10013.0,POINT (-74.00306023411019 40.72152347781832)
536,321 E 73rd St,,New York,Czech Center,(646) 422-3399,http://www.czechcenter.com/,10021.0,POINT (-73.95642199661727 40.76912228742895)
537,64 Grand St.,,New York,Dactyl Foundation for the Arts,(212) 219-2344,http://www.dactyl.org/,10013.0,POINT (-74.00318448262557 40.72232071981226)
538,249 E 48th St,,New York,Dai Ichi Arts,(212) 230-1680,http://www.daiichiarts.com/,10017.0,POINT (-73.96959312029144 40.75395455599308)
539,52 East 77th Street,,New York,Dalva Brothers Inc,(212) 717-6600,http://www.dalvabrothers.com/,10075.0,POINT (-73.96290104490528 40.77466684832077)
540,525 W 22nd St,,New York,D'amelio-Terras,(212) 352-9460,http://www.damelioterras.com/home.html?dt=1,10011.0,POINT (-74.00555202481669 40.74761065159657)
541,1 Orchard St,,New York,Damp Frog Productions Inc,(212) 226-6361,http://www.merchantcircle.com/business/Damp.Frog.Productions.Inc.New.York.NY.212-226-6361,10002.0,POINT (-73.99227135502149 40.71457046131567)
542,535 W 24th St,,New York,Danese,(212) 223-2227,http://www.danesegallery.com/Main/Introduction.html,10011.0,POINT (-74.00526783363229 40.74917263162958)
543,55 Bethune St,# 318-C,New York,Danette Koke Fine Art,(212) 206-6566,http://danettekokefineart.com/,10014.0,POINT (-74.00855042211563 40.73679550540577)
544,9 Desbrosses Street,,New York,Daniel H Roberts Studio,(617) 728-4477,http://www.danielroberts.com/phpwcms/index.php,10013.0,POINT (-74.00910862531528 40.7232344998253)
545,1641 3rd Ave,,New York,David Killen Fine Arts,(212) 426-0079,http://www.city-data.com/businesses/579455585-david-killen-fine-arts-new-york-ny.html,10128.0,POINT (-73.95066796118358 40.78201539325281)
546,527 W 29th St,,New York,David Nolan New York,(212) 925-6190,http://www.davidnolangallery.com/,10001.0,POINT (-74.00267817786079 40.75221446141583)
547,746 Madison Ave,,New York,Davis Leron Galries,(212) 838-0333,http://www.yelp.com/biz/davis-leron-galries-new-york,10021.0,POINT (-73.96910832179955 40.76723679475443)
548,724 5th Ave,,New York,DC Moore Gallery,(212) 247-2111,http://www.dcmooregallery.com/,10019.0,POINT (-73.97447205322294 40.76266950704102)
549,525 W 22nd St,,New York,Dca Gallery,(212) 255-5511,http://ny.serviceslisted.com/1654364-DCAGallery.htm,10011.0,POINT (-74.00542351894609 40.74755765301907)
550,724 5th Ave,,New York,De Nagy Tibor Art Gallery,(212) 262-5050,http://www.tibordenagy.com/,10019.0,POINT (-73.97457852897854 40.76270743101199)
551,1035 Park Ave,,New York,Dean Andree M,(212) 831-0402,http://m.nyc.com/arts__attractions/dean_andree_m.555/map_location.aspx,10028.0,POINT (-73.9570627331135 40.77982311306998)
552,531 W 26th St,,New York,Debs & Co,(212) 643-2070,http://www.debsandco.com/jacir_times.html,10001.0,POINT (-74.00385234258083 40.750174752747)
553,81 Wooster St,,New York,Greer Gallery Inc,(212) 431-6025,http://www.merchantcircle.com/business/Greer.Gallery.Inc.212-431-6025,10012.0,POINT (-74.00186315287489 40.7239389109311)
554,505 W 28th St,,New York,Grimm Jay Gallery,(212) 564-7662,http://www.jaygrimm.com/,10001.0,POINT (-74.00212168209907 40.7510595149452)
555,138 W 13th St,,New York,Guggenheim Asher Assocs Inc,(212) 242-5767,http://web2.userinstinct.com/30816383-guggenheim-asher-associates-inc.htm,10011.0,POINT (-73.9990622110042 40.7372488643944)
556,138 W 13th St,,New York,Guggenheim Asher Assocs Inc,(212) 772-3888,http://ny.serviceslisted.com/1654994-GuggenheimAsherAssociatesInc.htm,10011.0,POINT (-73.99910998490243 40.73718457573518)
557,223 E 60th St,,New York,Guy Regal Ltd,(212) 888-2134,http://guyregalltd.1stdibs.com/store/furniture_search.php?FRID=lWqTYm5qlZiY,10022.0,POINT (-73.96495626685143 40.76188643835601)
558,21 E 67th St,,New York,Hall & Knight U S A Ltd,(212) 772-2266,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Hall-Knight-USA-LTD-l496249.html,10021.0,POINT (-73.96794454875419 40.76891015562371)
559,33 W 57th St,,New York,Hammer Galleries,(212) 644-4400,http://www.hammergalleries.com/html/home.asp,10019.0,POINT (-73.975734568345 40.76401470369091)
560,202 Park Place,,Brooklyn,Hanover Sq Gallery,(212) 344-4406,http://www.artnet.com/gallery/116829/hanover-square-gallery.html,11238.0,POINT (-73.97128381308526 40.67698834129308)
561,63 E 82nd St,,New York,Harari & Johns Inc,(212) 772-3380,http://local.yahoo.com/info-11138048-harari-john-s-new-york,10028.0,POINT (-73.95977553480449 40.77810557532445)
562,83 Canal St,,New York,Harlan & Weaver Intaglio,(212) 925-5421,http://www.harlanandweaver.com/about.htm,10002.0,POINT (-73.99305508913066 40.71550207928403)
563,86 W 119th St,,New York,Harlem Art Gallery,(212) 831-5333,http://wap.outalot.com/listings/286483-Harlem-Art-Gallery,10026.0,POINT (-73.94805168745432 40.8036180850416)
564,17 E 76th St,,New York,Hazlitt Gooden & Fox,(212) 772-1950,http://www.hazlittgoodenandfox.com/,10021.0,POINT (-73.96400123518519 40.77471647280008)
565,135 Wythe Ave.,,Brooklyn,Healing Arts,(718) 384-6773,http://www.nyc.com/arts__attractions/healing_arts.1604/editorial_review.aspx,11211.0,POINT (-73.96002001571911 40.71967845207522)
566,1336 Dekalb Ave,,Brooklyn,Heilman Phillip Douglas,(212) 787-1759,http://philipdouglasfineart.com,11221.0,POINT (-73.92493699902394 40.6984896734577)
567,420 W. 14th St.,,New York,Heller Gallery,(212) 414-4014,http://www.hellergallery.com/index.php,10014.0,POINT (-74.0067206428654 40.74120764729715)
568,975 Madison Ave,,New York,Helly Nahmad Gallery Inc,(212) 879-2075,http://www.hellynahmadgallery.com/,10021.0,POINT (-73.96323779489721 40.77441643096947)
569,1050 2nd Ave,,New York,Hemingway African Gallery,(212) 838-3650,http://www.hemingwaygallery.com/,10022.0,POINT (-73.9655457665656 40.7581241408079)
570,555 W 25th St,,New York,Henoch Gallery,(917) 305-0003,http://www.galleryhenoch.com/,10001.0,POINT (-74.0053147575198 40.75002818583608)
571,21 E. 70th St.,,New York,Hirschl & Adler Galleries,(212) 535-8810,http://www.hirschlandadler.com/,10021.0,POINT (-73.96647641081128 40.77076084144848)
572,306 E 61st St,,New York,Historical Design Collection Inc,(212) 593-4528,http://web2.userinstinct.com/30816408-historical-design-collection-inc.htm,10021.0,POINT (-73.96284773040335 40.76138937995756)
573,1100 Madison Ave,Ph,New York,Hochman Irena Fine Art Ltd,(212) 772-2227,http://www.artinfo.com/galleryguide/19384/5933/irena-hochman-fine-art-ltd/visit/,10028.0,POINT (-73.96078341201554 40.77848561052193)
574,360 E 88TH ST,,New York,HOFFELD JEFFREY & CO,(212) 996-6339,http://www.nyc.com/arts__attractions/hoffeld_jeffrey__co.469/map_location.aspx,10128.0,POINT (-73.94890830099149 40.77816244331415)
575,280 Madison Ave,,New York,Holmberg I,(212) 545-9155,http://local.yahoo.com/info-11081229-irmeli-holmberg-gallery-new-york,10016.0,POINT (-73.98065901634286 40.75150284613401)
576,55 Great Jones St,,New York,Honda Fine Art,(212) 477-4086,http://www.yellowbot.com/honda-fine-art-new-york-ny.html,10012.0,POINT (-73.99246319880072 40.72642837625517)
577,766 Madison Ave,,New York,Hoorn-Ashby Gallery,(212) 628-3199,http://www.hoornashby.com/,10021.0,POINT (-73.96860379433987 40.76788288325275)
578,35 E 67th St,,New York,Horan Vivian Fine Art,(212) 517-9410,http://www.vivianhoran.com/,10021.0,POINT (-73.96707384086039 40.76853707009506)
579,200 E 65th St,,New York,Horus Art Enterprises,(212) 688-8729,http://www.nyc.com/arts__attractions/horus_art_enterprises.355/whats_nearby.aspx,10021.0,POINT (-73.96351076201721 40.76480381981771)
580,41 E 57th St,,New York,Howard Greenberg Gallery,(212) 334-0010,http://www.howardgreenberg.com/,10022.0,POINT (-73.97186782969052 40.76244504777328)
581,1220 Broadway,,New York,Howard Nowes Ancient Art,(917) 339-0620,http://www.howardnowes.com/,10001.0,POINT (-73.98814826963647 40.74691119903928)
582,303 East 81st Street,,New York,Howard Scott Gallery,(212) 472-5171,http://www.howardscottgallery.com/,10028.0,POINT (-73.95345448354107 40.77461119589775)
583,1046 Madison Ave,,New York,Hubert Gallery,(212) 628-2922,http://www.hubertgallery.com/,10075.0,POINT (-73.96187638479367 40.77694751403207)
584,1046 Madison Ave,,New York,Hubert Gallery North,(212) 535-9723,http://www.nyc.com/arts__attractions/hubert_gallery_north.674/editorial_review.aspx,10021.0,POINT (-73.96193403425211 40.77687206377905)
585,84 Hoyt St,,Brooklyn,Hut Gallery the,(718) 222-9519,http://home.vicnet.net.au/~thehut/,11201.0,POINT (-73.98698065821226 40.6880717671047)
586,41 E 57th St,,New York,Hutton Leonard Galleries,(212) 751-7373,http://www.leonardhuttongalleries.com/,10022.0,POINT (-73.97191597124912 40.76237510383545)
587,41 E 57th St,,New York,Hutton Leonard Galleries Facs,(212) 751-7373,http://www.leonardhuttongalleries.com/,10022.0,POINT (-73.97196242180334 40.76231286147938)
588,955 5th Ave,,New York,Hw Gerst,(212) 288-3400,http://www.localartdealers.com/New-York/Hw-Gerst-12176.html,10021.0,POINT (-73.96458035810642 40.77531717502446)
589,529 W 20th St,,New York,I & L Image Corp,(212) 627-4649,http://local.botw.org/New_York/New_York/I_and_L_Image_Corp/6719000.html,10011.0,POINT (-74.00694991806704 40.74654218708572)
590,522 West 24 Street,,New York,I C Editions,(212) 647-9111,http://www.iceditions.com/,10011.0,POINT (-74.00516169402023 40.74877351231962)
591,481 Washington St,,New York,I Perry,(212) 925-6704,http://www.nyc.com/arts__attractions/i_perry.969/editorial_review.aspx,10013.0,POINT (-74.00978326525507 40.72561866772278)
592,110 W 25th St,,New York,Illustration House Inc,(212) 966-9444,http://www.illustration-house.com/,10001.0,POINT (-73.99252245382793 40.74424858093448)
593,400 E 56th St,,New York,Images Corporate Art Services,(212) 219-8484,http://newyorkny.zemantics.com/business/images-corporate-art-services,10022.0,POINT (-73.96308722144697 40.75708480426336)
594,25 Mercer St,,New York,Incredibleart.Com Inc,(646) 613-9383,http://www.upspring.com/incredibleartcom-inc-new-york-ny.html,10013.0,POINT (-74.0020440530794 40.72091220652958)
595,452 Columbus Ave,,New York,Indians On Columbus,(212) 769-9374,http://www.nyc.com/arts__attractions/indians_on_columbus.947/map_location.aspx,10024.0,POINT (-73.97464955491265 40.78373479151927)
596,511 W 25th St,,New York,Infinity Fine Arts Inc,(212) 645-6880,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Infinity-Fine-Arts-Inc-l496199.html,10001.0,POINT (-74.00371024848562 40.74951649653941)
597,2251 Adam Clayton Powell Jr Blvd,,New York,Inner City Art Gallery Inc,(212) 368-4941,http://outside.in/harlem-manhattan-ny/inner-city-art-gallery-inc,10027.0,POINT (-73.94456809199143 40.81352929524498)
598,154 W 14th St,,New York,Innovative Art Gallery Inc,(212) 367-8844,http://www.nyc.com/arts__attractions/innovative_art_gallery_inc.804/editorial_review.aspx,10011.0,POINT (-73.99954513707648 40.73816930578245)
599,225 10th Ave,,New York,Inter Art Gallery,(212) 647-1811,http://www.interartny.com/,10011.0,POINT (-74.00418890924199 40.74805554041248)
600,526 W 26th St,,New York,International Print Center New York,(212) 989-5090,http://www.ipcny.org/,10001.0,POINT (-74.00429062364167 40.75004717968598)
601,582 DRIGGS AVENUE,,Brooklyn,Irit Baniel Studio,(917) 202-2527,http://iritbaniel.com/index.php,11211.0,POINT (-73.95735398174229 40.7164045276523)
602,555 Broadway,,New York,Ise Art Foundation,(212) 925-1649,http://iseny.org/usr_helio1/index.php,10012.0,POINT (-73.99864411855633 40.72392227120834)
603,64 E 86th St,,New York,Isselbacher Gallery Inc,(212) 472-1766,http://www.isselbacherart.com/,10028.0,POINT (-73.95822258024364 40.78033056977963)
604,617 W 27th St,,New York,J Cacciola Galleries,(212) 462-4646,http://www.jcacciolagallery.com/,10001.0,POINT (-74.00583688216618 40.75206091740611)
605,1760 Broadway,,New York,J M Art Gallery,(212) 247-4708,http://www.artincontext.org,10019.0,POINT (-73.98154615389973 40.76582551059339)
606,413 W 50th St,,New York,Jadite Galleries,(212) 977-6190,http://jadite.com/,10019.0,POINT (-73.9896747288487 40.76396460949374)
607,24 W 57th St,,New York,Jain Marunouchi Gallery,(212) 969-9660,http://www.artin2000.com/,10019.0,POINT (-73.97565215202877 40.76343013480525)
608,533 W 26th St,,New York,James Cohan Gallery,(212) 714-9500,http://www.jamescohan.com/,10001.0,POINT (-74.00409870159304 40.75039640107759)
609,1014 Madison Ave,,New York,James Graham & Sons Gallery,(212) 535-5767,http://www.jamesgrahamandsons.com/,10021.0,POINT (-73.96267506646566 40.77588115815901)
610,140 Riverside Blvd,,New York,Jane St Lifer Fine Art Inc,(212) 825-2059,http://www.linkedin.com/in/stliferart,10069.0,POINT (-73.98862441738362 40.77701410325828)
611,11 E 76th St,,New York,Janoray Charles Llc,(212) 472-5679,http://www.manta.com/coms2/dnbcompany_c3pst0,10021.0,POINT (-73.96416053612774 40.7748444073569)
612,17 East 76th Street,3rd Fl.,New York,Japanese Art Dealers Assoc of Ny,(212)222-4688,http://www.jada-ny.org/contact.html,10021.0,POINT (-73.96394358993504 40.77479192411187)
613,65 W 13th St,,New York,Jbpa Llc,(212) 242-5505,http://www.nyc.com/arts__attractions/jbpa_llc.789/whats_nearby.aspx,10011.0,POINT (-73.9967778291044 40.73683275799809)
614,9 Desbrosses Street,,New York,Jeff Lewis Studio,(212) 966-7119,http://www.nyc.com/arts__attractions/jeff_lewis_studio.684566/editorial_review.aspx,10013.0,POINT (-74.00896057406709 40.72321297846333)
615,508 W 26th St,,New York,Jeffrey Coploff Fine Art Ltd,(212) 741-1149,http://www.artincontext.org,10001.0,POINT (-74.00382218748146 40.74985462838308)
616,166 W 72nd St,,New York,Jimmy's Art Gallery,(212) 873-3993,http://www.speendex.com/New-York/New-York-City/Home-Garden/General/Jimmy-s-Art-Gallery-l461896.html,10023.0,POINT (-73.98122671271219 40.77815490400495)
617,1 W 67th St,,New York,Joan Peck Limited Art Gallery,(212) 427-4900,http://www.nyc.com/arts__attractions/joan_peck_limited_art_gallery.811/whats_nearby.aspx,10023.0,POINT (-73.97885634594451 40.77350103659161)
618,24 W. 57th St.,#507,New York,Joan Whalen Fine Art,(212) 397-9700,http://www.artnet.com/jwhalen.html,10019.0,POINT (-73.97556493500292 40.76338704702292)
619,529 W 20th St,,New York,John Elder Gallery,(212) 462-2600,http://www.artinfo.com/galleryguide/12415/910/john-elder-gallery-new-york/visit/,10011.0,POINT (-74.00677134356313 40.74664084459763)
620,41 Greene St.,,New York,John McEnroe Gallery,(212) 219-0395,http://www.tripadvisor.com/Attraction_Review-g60763-d548700-Reviews-John_McEnroe_Gallery-New_York_City_New_York.html,10013.0,POINT (-74.00213615731462 40.72208698618874)
621,338 W 23rd St,,New York,John Stevenson Gallery,(212) 352-0070,http://www.johnstevenson-gallery.com/,10011.0,POINT (-74.0000774177737 40.7457269647233)
622,109 Crosby St,,New York,Jonathan Shorr Gallery,(212) 925-2723,http://www.jonathanshorrgallery.com/,10012.0,POINT (-73.99657105382644 40.72411874896452)
623,1664 Coney Island Ave,,Brooklyn,Judaica Illuminations,(718) 375-4600,http://www.judaicailluminations.com/,11230.0,POINT (-73.96395886372667 40.61677557755918)
624,762 Madison Ave,,New York,Julie Artisans Gallery,(212) 717-5959,http://www.julieartisans.com/,10065.0,POINT (-73.96866769882247 40.76778190375854)
625,535 W 22nd St,,New York,Julie Saul Gallery,(212) 627-2410,http://www.saulgallery.com/,10011.0,POINT (-74.00619865854952 40.74789791702923)
626,1133 BROADWAY,,New York,JUNE BATEMAN FINE  GALLERY,(212) 925-7951,http://www.junebateman.com/,10010.0,POINT (-73.98937070413018 40.74367565231837)
627,73 Leonard St,,New York,K S Art,(212) 219-9918,http://www.ksartonline.com/gallery.html,10013.0,POINT (-74.00518747584822 40.71764123916027)
